Gender,Education,Years_of_Professional_Experience,Region,Employment_Type,Area_of_Expertise,Annual_Salary,bonus
Male,Below Bachelor's,2,Troms og Finnmark,"in-house, offentlig/kommunal sektor",devops / drift,660000.00,No
Male,No Education,20,Trøndelag,konsulent,devops / drift,1450000.00,No
Male,No Education,5,Trøndelag,"in-house, offentlig/kommunal sektor",devops / drift,1050000.00,No
Male,Below Bachelor's,4,Trøndelag,konsulent,devops / drift,680000.00,Yes
Male,Master's Degree,4,Trøndelag,frilans / selvstendig næringsdrivende,devops / drift,2100000.00,Yes
Male,Bachelor's Degree,2,Trøndelag,"in-house, offentlig/kommunal sektor",devops / drift,570000.00,No
Male,Below Bachelor's,2,Trøndelag,konsulent,devops / drift,680000.00,No
Female,Below Bachelor's,1,Trøndelag,"in-house, offentlig/kommunal sektor",devops / drift,690000.00,No
Male,Below Bachelor's,8,utlandet,konsulent,devops / drift,1060000.00,No
Male,Below Bachelor's,24,Vestfold og Telemark,"in-house, offentlig/kommunal sektor",devops / drift,670000.00,No
Male,Master's Degree,24,Vestfold og Telemark,"in-house, offentlig/kommunal sektor",devops / drift,890000.00,No
Male,Below Bachelor's,20,Vestfold og Telemark,"in-house, privat sektor",devops / drift,850000.00,No
Male,Below Bachelor's,10,Vestfold og Telemark,"in-house, privat sektor",devops / drift,450000.00,No
Male,No Education,10,Vestfold og Telemark,"in-house, privat sektor",devops / drift,950000.00,No
Male,Master's Degree,7,Vestfold og Telemark,"in-house, privat sektor",devops / drift,860000.00,No
Male,Master's Degree,7,Vestfold og Telemark,"in-house, privat sektor",devops / drift,1100000.00,Yes
Male,Below Bachelor's,5,Vestfold og Telemark,konsulent,devops / drift,730000.00,No
Male,Bachelor's Degree,22,Vestland,"in-house, privat sektor",devops / drift,975000.00,No
Male,Bachelor's Degree,20,Vestland,"in-house, privat sektor",devops / drift,1000000.00,No
Male,Bachelor's Degree,14,Vestland,"in-house, privat sektor",devops / drift,750000.00,No
Male,Below Bachelor's,13,Vestland,konsulent,devops / drift,705000.00,No
Male,Below Bachelor's,12,Vestland,"in-house, privat sektor",devops / drift,1060000.00,No
Male,Master's Degree,10,Vestland,"in-house, privat sektor",devops / drift,1000000.00,No
Female,Below Bachelor's,8,Vestland,"in-house, privat sektor",devops / drift,710000.00,Yes
Male,Below Bachelor's,5,Vestland,"in-house, privat sektor",devops / drift,950000.00,No
Male,Below Bachelor's,3,Vestland,konsulent,devops / drift,655000.00,No
Male,Below Bachelor's,3,Vestland,konsulent,devops / drift,972000.00,No
Male,Below Bachelor's,0,Vestland,konsulent,devops / drift,660000.00,No
Male,Higher than Master's,16,Viken,"in-house, privat sektor",devops / drift,1100000.00,No
Male,Higher than Master's,11,Viken,"in-house, privat sektor",devops / drift,500000.00,No
Male,Below Bachelor's,10,Viken,konsulent,devops / drift,840000.00,Yes
Male,Master's Degree,6,Viken,konsulent,devops / drift,1300000.00,Yes
Male,Below Bachelor's,4,Viken,"in-house, privat sektor",devops / drift,690000.00,No
Male,Below Bachelor's,2,Viken,"in-house, privat sektor",devops / drift,850000.00,No
Male,Master's Degree,15,Møre og Romsdal,"in-house, privat sektor",embedded / IOT / maskinvare,987090.00,No
Male,Below Bachelor's,20,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,1075000.00,No
Male,Higher than Master's,12,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,1005000.00,No
Male,Master's Degree,10,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,970000.00,No
Male,Master's Degree,7,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,1100000.00,Yes
Male,Master's Degree,5,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,820000.00,No
Male,Master's Degree,5,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,950000.00,Yes
Male,Master's Degree,5,Oslo,konsulent,embedded / IOT / maskinvare,950000.00,Yes
Male,Bachelor's Degree,4,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,700000.00,No
Male,Master's Degree,3,Oslo,"in-house, privat sektor",embedded / IOT / maskinvare,710000.00,Yes
Other,Master's Degree,2,Oslo,konsulent,embedded / IOT / maskinvare,690000.00,No
Male,Higher than Master's,18,Rogaland,"in-house, privat sektor",embedded / IOT / maskinvare,800000.00,No
Male,Below Bachelor's,7,Rogaland,"in-house, privat sektor",embedded / IOT / maskinvare,800000.00,No
Male,Master's Degree,6,Rogaland,"in-house, privat sektor",embedded / IOT / maskinvare,1000000.00,Yes
Male,Master's Degree,7,Trøndelag,konsulent,embedded / IOT / maskinvare,1125375.00,No
Male,Higher than Master's,1,Trøndelag,"in-house, privat sektor",embedded / IOT / maskinvare,630000.00,No
Female,Higher than Master's,0,Trøndelag,"in-house, privat sektor",embedded / IOT / maskinvare,950000.00,Yes
Male,Below Bachelor's,2,Vestland,"in-house, privat sektor",embedded / IOT / maskinvare,675000.00,No
Male,Bachelor's Degree,30,Viken,"in-house, privat sektor",embedded / IOT / maskinvare,2600000.00,Yes
Male,Master's Degree,26,Viken,"in-house, privat sektor",embedded / IOT / maskinvare,1295000.00,Yes
Male,Bachelor's Degree,23,Viken,"in-house, privat sektor",embedded / IOT / maskinvare,870000.00,No
Male,Below Bachelor's,4,Viken,konsulent,embedded / IOT / maskinvare,703000.00,Yes
Female,Below Bachelor's,1,Viken,"in-house, privat sektor",embedded / IOT / maskinvare,585000.00,Yes
Male,Master's Degree,9,Agder,"in-house, privat sektor",frontend,700000.00,No
Male,Below Bachelor's,7,Agder,konsulent,frontend,1050000.00,Yes
Female,Below Bachelor's,6,Agder,konsulent,frontend,915000.00,No
Male,Below Bachelor's,5,Agder,konsulent,frontend,836000.00,No
Male,Below Bachelor's,4,Agder,konsulent,frontend,912000.00,No
Male,No Education,3,Agder,"in-house, privat sektor",frontend,520000.00,No
Male,Bachelor's Degree,2,Agder,"in-house, privat sektor",frontend,685000.00,No
Male,Master's Degree,2,Agder,konsulent,frontend,700000.00,No
Female,Below Bachelor's,1,Agder,konsulent,frontend,585000.00,No
Male,Below Bachelor's,1,Agder,"in-house, privat sektor",frontend,675000.00,No
Male,Below Bachelor's,25,Innlandet,"in-house, privat sektor",frontend,1030000.00,No
Male,No Education,22,Innlandet,konsulent,frontend,1250000.00,Yes
Male,No Education,17,Innlandet,konsulent,frontend,950000.00,Yes
Male,Bachelor's Degree,10,Innlandet,"in-house, privat sektor",frontend,815000.00,No
Male,Master's Degree,7,Innlandet,konsulent,frontend,1000000.00,Yes
Male,Below Bachelor's,4,Innlandet,"in-house, offentlig/kommunal sektor",frontend,585000.00,No
Male,No Education,4,Innlandet,"in-house, privat sektor",frontend,590000.00,Yes
Male,Master's Degree,4,Innlandet,konsulent,frontend,650000.00,No
Male,Below Bachelor's,4,Innlandet,konsulent,frontend,800000.00,Yes
Male,Below Bachelor's,1,Innlandet,"in-house, privat sektor",frontend,565900.00,No
Male,Below Bachelor's,1,Innlandet,konsulent,frontend,585000.00,No
Male,Below Bachelor's,23,Møre og Romsdal,"in-house, privat sektor",frontend,600000.00,No
Male,No Education,19,Møre og Romsdal,"in-house, privat sektor",frontend,890000.00,No
Male,Below Bachelor's,10,Møre og Romsdal,"in-house, privat sektor",frontend,720000.00,No
Female,Bachelor's Degree,9,Møre og Romsdal,konsulent,frontend,570000.00,No
Male,No Education,7,Møre og Romsdal,"in-house, privat sektor",frontend,1000000.00,Yes
Female,Below Bachelor's,4,Møre og Romsdal,"in-house, privat sektor",frontend,660000.00,No
Male,No Education,20,Nordland,"in-house, privat sektor",frontend,1075000.00,No
Male,Below Bachelor's,14,Nordland,"in-house, offentlig/kommunal sektor",frontend,775000.00,No
Male,Below Bachelor's,10,Nordland,"in-house, offentlig/kommunal sektor",frontend,900000.00,No
Female,Below Bachelor's,3,Nordland,"in-house, privat sektor",frontend,490000.00,No
Female,Below Bachelor's,2,Nordland,"in-house, privat sektor",frontend,530000.00,No
Male,Below Bachelor's,2,Nordland,"in-house, privat sektor",frontend,480000.00,No
Male,Below Bachelor's,2,Nordland,"in-house, offentlig/kommunal sektor",frontend,590000.00,No
Female,Below Bachelor's,1,Nordland,"in-house, offentlig/kommunal sektor",frontend,640000.00,No
Male,Below Bachelor's,0,Nordland,"in-house, offentlig/kommunal sektor",frontend,502400.00,No
Male,Below Bachelor's,0,Nordland,konsulent,frontend,580000.00,No
Male,Master's Degree,30,Oslo,"in-house, privat sektor",frontend,1025000.00,No
Male,Below Bachelor's,28,Oslo,"in-house, privat sektor",frontend,820000.00,No
Male,Bachelor's Degree,25,Oslo,konsulent,frontend,1050000.00,No
Male,Master's Degree,25,Oslo,konsulent,frontend,1200000.00,No
Male,No Education,25,Oslo,konsulent,frontend,1230000.00,Yes
Male,Master's Degree,25,Oslo,"in-house, privat sektor",frontend,1235000.00,No
Male,Bachelor's Degree,25,Oslo,"in-house, privat sektor",frontend,1400000.00,Yes
Male,Below Bachelor's,24,Oslo,"in-house, offentlig/kommunal sektor",frontend,950000.00,No
Female,Master's Degree,20,Oslo,konsulent,frontend,1200000.00,No
Male,No Education,20,Oslo,"in-house, privat sektor",frontend,1000000.00,No
Male,Below Bachelor's,20,Oslo,"in-house, privat sektor",frontend,1059000.00,No
Female,Master's Degree,19,Oslo,"in-house, privat sektor",frontend,900000.00,No
Male,Higher than Master's,19,Oslo,"in-house, privat sektor",frontend,1100000.00,No
Male,Below Bachelor's,18,Oslo,"in-house, offentlig/kommunal sektor",frontend,960000.00,No
Male,Below Bachelor's,18,Oslo,konsulent,frontend,1010000.00,No
Male,Master's Degree,18,Oslo,konsulent,frontend,1070000.00,Yes
Male,Below Bachelor's,18,Oslo,"in-house, offentlig/kommunal sektor",frontend,1073700.00,No
Male,Below Bachelor's,18,Oslo,konsulent,frontend,1100000.00,Yes
Male,Below Bachelor's,17,Oslo,"in-house, offentlig/kommunal sektor",frontend,850000.00,No
Male,Below Bachelor's,17,Oslo,konsulent,frontend,1200000.00,No
Male,Master's Degree,16,Oslo,"in-house, privat sektor",frontend,850000.00,No
Male,Below Bachelor's,15,Oslo,konsulent,frontend,900000.00,No
Male,Higher than Master's,15,Oslo,"in-house, privat sektor",frontend,950000.00,No
Male,Higher than Master's,14,Oslo,"in-house, privat sektor",frontend,930000.00,No
Male,Master's Degree,14,Oslo,konsulent,frontend,1075000.00,Yes
Male,Master's Degree,14,Oslo,"in-house, privat sektor",frontend,1200000.00,Yes
Female,Master's Degree,13,Oslo,konsulent,frontend,950000.00,No
Male,Master's Degree,13,Oslo,"in-house, privat sektor",frontend,1300000.00,No
Female,Master's Degree,12,Oslo,"in-house, offentlig/kommunal sektor",frontend,850000.00,No
Male,Master's Degree,12,Oslo,"in-house, privat sektor",frontend,850000.00,No
Male,Master's Degree,12,Oslo,"in-house, offentlig/kommunal sektor",frontend,1000000.00,No
Male,Below Bachelor's,11,Oslo,"in-house, offentlig/kommunal sektor",frontend,840000.00,No
Male,Higher than Master's,11,Oslo,konsulent,frontend,1100000.00,No
Male,Below Bachelor's,11,Oslo,konsulent,frontend,1200000.00,No
Male,Bachelor's Degree,10,Oslo,"in-house, offentlig/kommunal sektor",frontend,710000.00,No
Male,Master's Degree,10,Oslo,"in-house, privat sektor",frontend,870000.00,No
Male,Below Bachelor's,10,Oslo,konsulent,frontend,950000.00,No
Male,Below Bachelor's,10,Oslo,"in-house, privat sektor",frontend,1000010.00,No
Male,Below Bachelor's,10,Oslo,"in-house, privat sektor",frontend,1307520.00,No
Male,Master's Degree,10,Oslo,konsulent,frontend,1700000.00,No
Female,Below Bachelor's,9,Oslo,konsulent,frontend,800000.00,Yes
Female,Higher than Master's,9,Oslo,konsulent,frontend,1100000.00,Yes
Male,Master's Degree,9,Oslo,konsulent,frontend,820000.00,No
Male,Below Bachelor's,9,Oslo,"in-house, offentlig/kommunal sektor",frontend,844000.00,No
Male,Below Bachelor's,9,Oslo,"in-house, privat sektor",frontend,900000.00,No
Male,Below Bachelor's,9,Oslo,konsulent,frontend,1150000.00,No
Male,Below Bachelor's,8,Oslo,"in-house, privat sektor",frontend,900000.00,No
Male,Below Bachelor's,8,Oslo,konsulent,frontend,900000.00,Yes
Male,Master's Degree,8,Oslo,konsulent,frontend,1035000.00,No
Male,Below Bachelor's,8,Oslo,"in-house, privat sektor",frontend,1200000.00,No
Female,Below Bachelor's,7,Oslo,konsulent,frontend,785000.00,No
Female,Below Bachelor's,7,Oslo,"in-house, offentlig/kommunal sektor",frontend,812000.00,No
Male,No Education,7,Oslo,"in-house, privat sektor",frontend,690000.00,No
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",frontend,795000.00,No
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",frontend,850000.00,No
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",frontend,900000.00,No
Male,Below Bachelor's,7,Oslo,konsulent,frontend,920000.00,No
Male,Below Bachelor's,7,Oslo,"in-house, privat sektor",frontend,1050000.00,No
Male,Below Bachelor's,7,Oslo,konsulent,frontend,1100000.00,No
Male,Master's Degree,7,Oslo,konsulent,frontend,1125000.00,Yes
Female,Bachelor's Degree,6,Oslo,"in-house, offentlig/kommunal sektor",frontend,700000.00,No
Female,No Education,6,Oslo,"in-house, privat sektor",frontend,780000.00,No
Female,No Education,6,Oslo,konsulent,frontend,930000.00,No
Female,Master's Degree,6,Oslo,konsulent,frontend,1000000.00,Yes
Male,Below Bachelor's,6,Oslo,"in-house, privat sektor",frontend,700000.00,No
Male,Higher than Master's,6,Oslo,"in-house, privat sektor",frontend,710000.00,No
Male,Below Bachelor's,6,Oslo,"in-house, offentlig/kommunal sektor",frontend,800000.00,No
Male,No Education,6,Oslo,"in-house, privat sektor",frontend,800000.00,No
Male,Master's Degree,6,Oslo,konsulent,frontend,820000.00,Yes
Male,Below Bachelor's,6,Oslo,"in-house, privat sektor",frontend,866000.00,No
Male,Below Bachelor's,6,Oslo,konsulent,frontend,950000.00,No
Male,Below Bachelor's,6,Oslo,"in-house, privat sektor",frontend,950000.00,No
Male,No Education,6,Oslo,"in-house, privat sektor",frontend,955000.00,No
Male,No Education,6,Oslo,"in-house, privat sektor",frontend,1030000.00,No
Male,No Education,6,Oslo,"in-house, privat sektor",frontend,1100000.00,No
Female,Master's Degree,5,Oslo,konsulent,frontend,721000.00,No
Female,Below Bachelor's,5,Oslo,konsulent,frontend,750000.00,Yes
Female,Below Bachelor's,5,Oslo,"in-house, offentlig/kommunal sektor",frontend,779000.00,Yes
Female,Master's Degree,5,Oslo,konsulent,frontend,1100000.00,No
Male,Higher than Master's,5,Oslo,"in-house, privat sektor",frontend,744000.00,No
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",frontend,750000.00,No
Male,No Education,5,Oslo,"in-house, privat sektor",frontend,780000.00,No
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",frontend,780000.00,No
Male,Below Bachelor's,5,Oslo,"in-house, privat sektor",frontend,875000.00,No
Male,Bachelor's Degree,5,Oslo,konsulent,frontend,960000.00,No
Male,Master's Degree,5,Oslo,"in-house, privat sektor",frontend,1000000.00,No
Male,Master's Degree,5,Oslo,konsulent,frontend,1050000.00,No
Female,Below Bachelor's,4,Oslo,konsulent,frontend,700000.00,Yes
Female,Master's Degree,4,Oslo,"in-house, offentlig/kommunal sektor",frontend,790000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",frontend,574000.00,No
Male,Below Bachelor's,4,Oslo,konsulent,frontend,660000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",frontend,670200.00,No
Male,Below Bachelor's,4,Oslo,konsulent,frontend,680000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, offentlig/kommunal sektor",frontend,725000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",frontend,750000.00,No
Male,Below Bachelor's,4,Oslo,konsulent,frontend,773000.00,No
Male,Master's Degree,4,Oslo,konsulent,frontend,820000.00,No
Male,No Education,4,Oslo,"in-house, privat sektor",frontend,830000.00,No
Male,Below Bachelor's,4,Oslo,konsulent,frontend,830000.00,No
Male,Master's Degree,4,Oslo,"in-house, privat sektor",frontend,840000.00,No
Male,No Education,4,Oslo,"in-house, privat sektor",frontend,849000.00,No
Male,Below Bachelor's,4,Oslo,"in-house, offentlig/kommunal sektor",frontend,850000.00,No
Male,Below Bachelor's,4,Oslo,konsulent,frontend,850000.00,Yes
Male,Higher than Master's,4,Oslo,konsulent,frontend,875000.00,Yes
Male,Below Bachelor's,4,Oslo,"in-house, privat sektor",frontend,910000.00,Yes
Female,Master's Degree,3,Oslo,konsulent,frontend,774500.00,No
Female,Master's Degree,3,Oslo,konsulent,frontend,780000.00,Yes
Female,Master's Degree,3,Oslo,konsulent,frontend,830000.00,No
Female,Master's Degree,3,Oslo,konsulent,frontend,840000.00,No
Female,Below Bachelor's,3,Oslo,konsulent,frontend,890000.00,Yes
Female,Master's Degree,3,Oslo,"in-house, privat sektor",frontend,1015000.00,Yes
Male,Below Bachelor's,3,Oslo,konsulent,frontend,450000.00,No
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",frontend,560000.00,No
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",frontend,610000.00,No
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",frontend,625000.00,No
Male,Below Bachelor's,3,Oslo,konsulent,frontend,700000.00,No
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",frontend,700000.00,No
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",frontend,730000.00,No
Male,Below Bachelor's,3,Oslo,konsulent,frontend,800000.00,Yes
Male,Master's Degree,3,Oslo,konsulent,frontend,800000.00,No
Male,Master's Degree,3,Oslo,konsulent,frontend,820000.00,No
Male,Bachelor's Degree,3,Oslo,"in-house, privat sektor",frontend,900000.00,No
Male,Master's Degree,3,Oslo,konsulent,frontend,900000.00,Yes
Male,Below Bachelor's,3,Oslo,"in-house, privat sektor",frontend,975000.00,No
Female,Below Bachelor's,2,Oslo,konsulent,frontend,600000.00,No
Female,Below Bachelor's,2,Oslo,"in-house, privat sektor",frontend,600000.00,No
Female,Below Bachelor's,2,Oslo,"in-house, privat sektor",frontend,650000.00,Yes
